120,217
213,125
239,104
209,138
107,239
239,109
200,142
213,131
230,115
121,224
127,221
107,243
207,145
232,119
114,239
135,220
142,213
210,144
114,243
202,155
225,131
230,126
250,109
202,157
155,203
124,234
116,244
119,241
152,211
262,104
145,221
240,126
134,232
104,261
237,131
254,114
256,112
122,245
1,5
249,123
134,238
8,2
255,118
259,114
211,164
162,213
134,243
136,240
223,156
273,106
102,276
118,264
149,236
247,137
277,107
226,162
221,167
274,114
211,176
164,226
256,134
286,103
274,118
205,189
237,156
200,191
190,201
232,161
113,282
101,294
183,214
151,246
138,261
208,191
188,210
293,108
254,146
136,267
288,115
164,239
216,189
115,289
139,267
272,132
221,182
250,153
276,130
281,125
185,221
193,212
222,186
234,174
141,267
267,141
115,292
215,192
254,156
247,163
238,171
134,275
257,155
267,145
295,117
169,243
298,115
239,174
228,188
237,178
132,283
285,131
237,182
130,289
136,282
122,298
276,149
175,249
153,270
144,282
240,185
163,267
277,153
296,133
261,168
179,253
167,266
238,197
295,140
165,270
154,280
244,193
142,295
144,295
149,291
156,284
284,162
186,264
264,185
263,189
288,164
289,164
190,260
294,160
262,195
186,273
165,293
160,298
279,182
168,299
170,290
170,292
171,291
173,291
191,272
172,294
297,170
195,274
170,299
184,287
285,188
290,183
181,292
181,293
287,190
296,180
283,198
282,198
291,197
198,292
2,200
202,4
206,2
1000,216
7,224
4,234
8,246
249,6
2,253
254,4
6,256
1,260
2,262
4,260
268,1
8,262
6,271
6,273
3,277
277,3
9,278
263,1000
7,291
100,301
201,204
308,102
209,208
210,200
113,304
115,306
308,119
313,110
214,213
303,123
322,104
129,300
104,326
228,204
128,306
130,302
120,314
123,311
220,213
113,323
332,104
301,134
312,126
237,200
107,330
316,121
122,318
236,204
305,137
115,327
307,134
317,129
117,328
110,335
202,242
300,147
115,331
345,104
106,343
114,334
105,343
128,320
237,211
235,213
216,235
106,345
232,219
243,208
307,144
308,142
335,115
319,131
318,137
249,206
240,212
350,101
101,355
213,243
315,141
210,245
340,115
123,332
301,156
225,235
241,219
223,237
343,117
222,238
113,346
225,234
218,244
244,218
325,136
116,345
126,337
259,207
248,218
329,137
207,258
12,108
250,212
244,221
303,161
213,251
153,314
313,154
115,351
202,267
160,309
219,250
135,333
210,258
268,200
258,210
166,305
359,111
237,235
348,127
329,148
308,168
102,22
115,11
101,27
114,17
109,24
107,29
324,150
171,302
360,116
330,145
122,356
348,130
214,264
110,368
321,156
201,276
115,365
265,215
333,147
116,364
338,142
259,220
164,315
176,306
233,249
206,276
247,235
334,148
323,158
362,119
145,336
152,329
228,256
258,225
267,218
148,337
156,329
149,339
11,121
106,32
17,128
370,110
152,331
182,303
154,330
352,132
111,373
187,300
280,207
374,112
140,346
255,231
165,321
149,340
369,120
236,253
127,361
205,283
217,271
129,362
353,138
336,155
373,117
172,318
271,219
275,215
325,165
276,217
187,305
168,327
286,208
209,288
229,267
189,309
129,369
40,104
101,46
114,34
139,11
127,24
27,125
108,46
26,128
341,153
203,290
232,261
104,392
301,195
210,285
260,235
356,142
164,334
293,205
130,367
222,275
277,220
167,330
110,387
257,243
122,377
250,249
299,200
346,153
367,135
189,313
392,109
316,185
339,162
352,149
137,364
249,255
396,108
309,195
298,205
106,397
177,328
100,52
10,144
143,11
101,53
57,101
132,26
135,24
112,48
19,141
149,14
180,321
29,135
381,120
151,351
363,142
164,340
291,216
383,124
185,321
175,331
272,237
348,160
142,366
333,175
313,195
257,254
187,324
132,378
297,215
138,374
367,145
346,169
60,101
152,15
30,137
114,54
13,156
150,19
154,16
146,26
15,158
332,180
271,243
161,352
294,221
153,362
145,373
146,371
342,175
392,128
264,256
277,244
196,325
394,127
268,256
254,269
298,225
279,246
169,358
116,61
152,26
153,25
68,111
138,41
122,58
46,139
127,58
47,139
170,352
132,390
49,138
330,195
384,141
151,373
250,277
330,197
160,366
173,353
397,132
290,239
370,159
194,334
238,290
344,184
391,139
283,249
378,154
166,368
80,102
140,44
100,85
105,81
120,69
37,153
111,79
135,56
166,25
340,190
350,180
128,69
382,151
172,363
193,344
263,274
155,382
296,241
157,380
376,161
295,245
157,383
199,340
247,292
389,150
147,394
155,386
165,378
146,397
121,71
172,20
112,83
172,23
63,132
37,160
56,142
88,111
90,109
81,119
145,56
29,172
89,113
44,158
23,179
137,67
109,98
152,390
151,394
252,293
262,282
154,390
292,252
174,370
287,260
281,266
257,292
168,385
374,178
256,299
259,298
398,158
359,199
43,162
90,117
191,16
68,140
64,144
55,154
169,40
176,33
89,120
59,151
176,35
98,114
138,74
115,97
116,97
98,116
67,148
37,178
272,280
98,118
69,148
290,266
275,280
372,183
282,273
265,293
180,378
278,280
165,392
295,262
194,363
388,172
198,361
189,373
195,366
175,389
197,367
387,177
179,384
185,378
299,266
298,267
191,22
95,120
182,34
85,131
180,38
173,46
39,181
28,193
197,26
36,187
148,77
147,78
186,381
187,380
171,395
298,271
281,288
287,281
175,393
399,172
196,375
195,378
176,398
177,399
32,191
171,53
132,92
173,52
85,141
50,176
91,137
53,176
146,83
91,138
168,62
174,56
77,153
75,157
37,196
47,189
149,88
49,189
193,384
82,150
160,74
192,42
81,155
141,95
88,150
89,150
44,195
48,193
73,168
49,196
148,98
291,299
190,52
162,86
198,50
67,183
154,98
95,157
309,6
197,59
80,171
171,84
172,84
167,90
186,72
91,168
169,91
95,166
175,88
6,318
169,96
72,190
180,82
80,184
186,80
87,180
1,327
327,2
3,328
334,2
332,6
186,92
6,334
334,6
183,99
96,192
343,9
98,199
351,5
11,1
8,14
363,2
363,5
5,363
364,7
26,5
28,4
5,372
5,374
379,3
1,33
32,6
3,381
389,7
45,4
46,5
391,3
7,391
395,4
